country_code,country_name,date,value,indicator,indicator_name
S3,Caribbean small states,2020,10270.790474345,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2019,12356.3216439351,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2018,12047.8528111635,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2017,11775.3905011905,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2016,11358.7030845165,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2015,11835.2872155303,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2014,11603.9405523069,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2013,11336.2160431807,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2012,11305.6061869965,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2011,10801.1389108724,NY.GDP.PCAP.CD,gdp_per_capita
S3,Caribbean small states,2010,10638.1693872311,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2023,22637.7950110942,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2022,19502.8169309088,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2021,19144.0685537317,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2020,16450.8775088615,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2019,16475.161477584,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2018,16181.6073703684,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2017,14294.4470174706,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2016,12836.5666338962,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2015,12568.2965059245,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2014,14183.715484494,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2013,13697.2993030016,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2012,13107.500121516,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2011,14000.1792695253,NY.GDP.PCAP.CD,gdp_per_capita
B8,Central Europe and the Baltics,2010,12639.1540363705,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2023,4256.78414448262,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2022,4076.36749050073,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2021,3732.86849069467,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2020,3240.95150218079,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2019,3527.54327176522,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2018,3503.21320137921,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2017,3496.77164846492,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2016,3262.32001806648,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2015,3211.78012733143,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2014,3424.5502589261,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2013,3357.74475640532,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2012,3356.98183201305,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2011,3259.60808878841,NY.GDP.PCAP.CD,gdp_per_capita
V2,Early-demographic dividend,2010,2936.70530854625,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2023,12908.6377076783,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2022,12889.9061983889,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2021,13117.3989864275,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2020,11464.1012855988,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2019,11458.795842252,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2018,11285.8972298534,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2017,10428.6321782284,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2016,9832.13036290931,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2015,9562.10616350756,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2014,9672.05856791833,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2013,9446.40916515236,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2012,9416.21589854877,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2011,8875.65549142235,NY.GDP.PCAP.CD,gdp_per_capita
Z4,East Asia & Pacific,2010,7712.66504492202,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2023,9900.61356517593,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2022,9901.2640992049,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2021,9795.31938942758,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2020,8245.71521577714,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2019,8153.62140587102,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2018,7925.42476458248,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2017,7133.00005851308,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2016,6575.5250881796,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2015,6482.99315626888,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2014,6276.04217924336,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2013,5867.35466578774,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2012,5364.23069934233,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2011,4853.3853516549,NY.GDP.PCAP.CD,gdp_per_capita
4E,East Asia & Pacific (excluding high income),2010,4004.41005469392,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2023,10011.9941315998,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2022,10012.4494743706,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2021,9905.15440355218,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2020,8338.13776036985,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2019,8245.10161071216,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2018,8014.49766251885,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2017,7213.3607178978,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2016,6649.86735991736,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2015,6556.49872551757,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2014,6347.42096914922,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2013,5934.33756176803,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2012,5425.75299693559,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2011,4909.30156743948,NY.GDP.PCAP.CD,gdp_per_capita
T4,East Asia & Pacific (IDA & IBRD countries),2010,4050.73080711289,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2023,45130.1240539874,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2022,41454.1660248186,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2021,42978.8817916638,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2020,38241.5756519082,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2019,39217.3839966029,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2018,40068.5215464339,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2017,37181.1343044604,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2016,35178.8502697866,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2015,34415.6153549122,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2014,39926.3443427769,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2013,39109.1766026701,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2012,37558.5184564355,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2011,40651.6933402412,NY.GDP.PCAP.CD,gdp_per_capita
XC,Euro area,2010,37555.1722674637,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2023,29789.15402951,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2022,27731.7695375442,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2021,27591.2437497041,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2020,24091.3416895738,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2019,24958.3859753607,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2018,25340.1536558293,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2017,23755.738099932,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2016,22476.2668798332,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2015,22657.3094941092,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2014,26425.7524782923,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2013,26175.7703214097,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2012,25165.1269344708,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2011,26241.0435104875,NY.GDP.PCAP.CD,gdp_per_capita
Z7,Europe & Central Asia,2010,23699.4951447534,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2023,8548.0103775697,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2022,7247.73491679181,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2021,6623.50479025077,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2020,5733.53881172869,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2019,6020.75079545102,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2018,5952.35226461881,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2017,6111.81706371512,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2016,5977.23488835294,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2015,6282.67304098967,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2014,7272.88444788426,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2013,7646.12341259007,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2012,7072.25824676591,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2011,6762.3794711987,NY.GDP.PCAP.CD,gdp_per_capita
7E,Europe & Central Asia (excluding high income),2010,5994.38483353001,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2023,11977.3398758875,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2022,11351.0079692916,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2021,10010.7744146786,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2020,8443.06159084581,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2019,9027.50709505223,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2018,8884.71291375979,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2017,8555.47638597094,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2016,7649.90665844729,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2015,8001.11229243002,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2014,10293.7203442319,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2013,10951.2240872194,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2012,10406.9546977795,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2011,10016.5610218821,NY.GDP.PCAP.CD,gdp_per_capita
T7,Europe & Central Asia (IDA & IBRD countries),2010,8267.9596291029,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2023,41422.7999680879,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2022,37948.9505377699,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2021,39180.3758426065,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2020,34635.4895902222,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2019,35341.5703329216,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2018,36002.564051993,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2017,33327.6674894487,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2016,31404.4306041117,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2015,30716.6295698647,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2014,35539.2020994967,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2013,34803.3461372357,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2012,33378.8274150555,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2011,36020.4863545784,NY.GDP.PCAP.CD,gdp_per_capita
EU,European Union,2010,33164.0048499327,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2023,1830.33271759402,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2022,1892.6227062256,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2021,1753.54775352624,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2020,1680.96884674984,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2019,1890.22006963616,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2018,1819.00302147749,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2017,1702.90845193168,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2016,1632.33745272851,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2015,1810.68930176888,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2014,2351.21273489301,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2013,2267.60404077018,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2012,2235.7997856716,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2011,2047.73072001973,NY.GDP.PCAP.CD,gdp_per_capita
F1,Fragile and conflict affected situations,2010,2009.65900444016,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2023,1231.81257022963,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2022,1100.34076496851,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2021,1040.03410722444,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2020,959.181737577661,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2019,976.312547557857,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2018,968.18729528141,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2017,931.787880001889,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2016,893.010597521193,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2015,909.494352340789,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2014,974.252131612265,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2013,947.074489712364,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2012,868.154967280185,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2011,861.349226790284,NY.GDP.PCAP.CD,gdp_per_capita
XE,Heavily indebted poor countries (HIPC),2010,799.185039524398,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2023,48752.7127374395,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2022,46632.8486068879,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2021,45229.2753341398,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2020,40262.8698752887,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2019,41457.3871652811,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2018,41180.3426854104,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2017,38873.8613987597,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2016,37140.5595822096,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2015,36650.4490056998,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2014,39502.0829505689,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2013,39073.8403373506,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2012,38757.333549902,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2011,38853.6505551505,NY.GDP.PCAP.CD,gdp_per_capita
XD,High income,2010,35835.9314284341,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2023,7832.14975609303,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2022,7651.51702544821,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2021,7289.99204765957,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2020,6171.87965743072,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2019,6459.05649734705,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2018,6376.20637613021,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2017,6032.45731643701,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2016,5513.07715328885,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2015,5525.00490743408,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2014,5959.31801743295,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2013,5827.57315536311,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2012,5583.76223642553,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2011,5311.68710845423,NY.GDP.PCAP.CD,gdp_per_capita
XF,IBRD only,2010,4533.45250289637,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2023,6075.12299337435,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2022,5974.31658352895,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2021,5707.61064306399,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2020,4884.2624249805,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2019,5125.36118877249,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2018,5071.47780601742,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2017,4816.55669747848,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2016,4431.30440041701,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2015,4458.11083061724,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2014,4807.8107682246,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2013,4699.59848026348,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2012,4504.30020456011,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2011,4299.30668600632,NY.GDP.PCAP.CD,gdp_per_capita
ZT,IDA & IBRD total,2010,3693.18554879603,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2023,1687.28133682938,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2022,1944.22814736694,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2021,1827.96310627066,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2020,1713.86457937643,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2019,1865.35605450935,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2018,1856.81876322366,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2017,1796.8728729754,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2016,1787.03439986924,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2015,1953.90145153229,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2014,2099.6785212584,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2013,1976.24837246876,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2012,1858.02047371817,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2011,1710.78560509619,NY.GDP.PCAP.CD,gdp_per_capita
XH,IDA blend,2010,1534.54240273236,NY.GDP.PCAP.CD,gdp_per_capita
XI,IDA only,2023,1424.84597936669,NY.GDP.PCAP.CD,gdp_per_capita
XI,IDA only,2022,1347.0495978989,NY.GDP.PCAP.CD,gdp_per_capita
XI,IDA only,2021,1276.2327161945,NY.GDP.PCAP.CD,gdp_per_capita
XI,IDA only,2020,1197.82655626131,NY.GDP.PCAP.CD,gdp_per_capita
XI,IDA only,2019,1211.19958978076,NY.GDP.PCAP.CD,gdp_per_capita
XI,IDA only,2018,1177.52764226474,NY.GDP.PCAP.CD,gdp_per_capita
